County,State,Median_Household_Income,GeoID,Total_Population,Insured,Uninsured,Percent_Insured,Percent_Uninsured,PCP_per_100k,ER_Visits_Rate
Marshall,AL,60946.0,1095,98712.0,86348.0,11243.0,87.474673798525,11.38969932733609,58.0,3020.5600769489984
Mobile,AL,58119.0,1097,413162.0,364089.0,44347.0,88.12257661643616,10.733562137853916,350.0,721.6673515855513
Monroe,AL,40225.0,1099,19580.0,17136.0,2153.0,87.51787538304391,10.99591419816139,8.75,15228.065695392723
Montgomery,AL,58153.0,1101,227197.0,197351.0,23508.0,86.86338287917535,10.34696760960752,249.0,1312.365596006063
Morgan,AL,64858.0,1103,123742.0,108014.0,13679.0,87.28968337347061,11.0544520049781,64.0,2409.574164922092
Perry,AL,34368.0,1105,8231.0,7445.0,606.0,90.45073502612075,7.362410399708419,3.0,36224.70250465187
Pickens,AL,47014.0,1107,18843.0,15666.0,1528.0,83.13962744785862,8.109112137133152,8.5,15823.675970694132
Pike,AL,47961.0,1109,32953.0,30007.0,2690.0,91.05999453767488,8.16314144387461,14.25,9048.205817855416
Randolph,AL,51551.0,1111,22310.0,20072.0,1983.0,89.96862393545496,8.888390856118331,5.25,13364.658283988772
Russell,AL,50046.0,1113,58858.0,50273.0,6549.0,85.41404736824221,11.126779707091645,13.5,5065.845361986298
St. Clair,AL,78993.0,1115,92903.0,84115.0,6636.0,90.54067145302088,7.1429340279646505,14.75,3209.4283964542537
Shelby,AL,93543.0,1117,226955.0,209792.0,14950.0,92.4377079156661,6.587208918067458,187.75,1313.7649592024388
Sumter,AL,37981.0,1119,12020.0,10784.0,1087.0,89.7171381031614,9.043261231281198,7.0,24805.784219283654
Talladega,AL,56249.0,1121,81170.0,71631.0,6561.0,88.24812122705433,8.083035604287298,24.0,3673.3463880225395
Tallapoosa,AL,57185.0,1123,41070.0,36765.0,3575.0,89.51789627465303,8.70465059654249,20.25,7259.934899337461
Tuscaloosa,AL,63947.0,1125,234036.0,216463.0,15471.0,92.49132612076777,6.610521458237193,181.5,1274.0156485147136
Walker,AL,54509.0,1127,64886.0,56605.0,7415.0,87.23761674321116,11.42773479641217,28.25,4595.221254443016
Washington,AL,60503.0,1129,15270.0,13956.0,1172.0,91.39489194499018,7.675180091683038,1.75,19526.22962120429
Wilcox,AL,42236.0,1131,10347.0,9233.0,927.0,89.23359427853484,8.95911858509713,2.75,28816.61605448821
Winston,AL,48032.0,1133,23637.0,21100.0,2202.0,89.26682743156915,9.31590303337987,9.0,12614.355726859987
Aleutians West,AK,107344.0,2016,5178.0,4092.0,906.0,79.02665121668598,17.497103128621088,2.25,57583.14529080524
Anchorage,AK,98152.0,2020,289069.0,248756.0,27758.0,86.0541946732441,9.60255163991988,371.5,1031.468356398609
Bethel,AK,70616.0,2050,18487.0,15855.0,2343.0,85.76296857251042,12.673770757829828,18.75,16128.388939026858
Chugach,AK,88565.0,2063,6964.0,5768.0,936.0,82.82596209075244,13.44055140723722,5.5,42815.267994800335
Copper River,AK,75053.0,2066,2626.0,2174.0,438.0,82.7875095201828,16.67936024371668,0.5,113543.61245841185
Denali,AK,88935.0,2068,2029.0,1887.0,101.0,93.00147856086744,4.977821586988664,0.25,146951.95974164095
Dillingham,AK,74250.0,2070,4780.0,3961.0,798.0,82.86610878661088,16.694560669456067,12.5,62377.72517066726
Fairbanks North Star,AK,84722.0,2090,95555.0,78846.0,7752.0,82.5137355449741,8.112605305844802,86.5,3120.355044903872
Haines,AK,72607.0,2100,2077.0,1891.0,177.0,91.04477611940298,8.521906596051998,6.5,143555.8624534374
Juneau,AK,100513.0,2110,31969.0,28743.0,2490.0,89.9089743188714,7.788795395539429,40.25,9326.70794569081
Kenai Peninsula,AK,77722.0,2122,59843.0,51777.0,6841.0,86.52139765720301,11.431579299166152,46.5,4982.46288314071
Ketchikan Gateway,AK,89155.0,2130,13870.0,12263.0,1290.0,88.4138428262437,9.300648882480171,16.25,21497.15402420977
Kodiak Island,AK,83716.0,2150,12878.0,10719.0,1214.0,83.23497437490293,9.426929647460785,16.75,23153.092585478298
Matanuska-Susitna,AK,90625.0,2170,110677.0,94326.0,13131.0,85.22637946456807,11.864253638967446,56.25,2694.0152544412076
Nome,AK,76643.0,2180,9925.0,8278.0,1457.0,83.40554156171285,14.680100755667503,11.75,30041.866631313806
North Slope,AK,86313.0,2185,10891.0,9288.0,1555.0,85.28142502984115,14.27784409145166,2.5,27377.24050278115
Northwest Arctic,AK,81298.0,2188,7611.0,6141.0,1426.0,80.68584942845881,18.73603994218894,6.25,39175.60456126521
Petersburg,AK,77026.0,2195,3394.0,2940.0,359.0,86.62345315262228,10.577489687684148,5.5,87850.77381136993
Prince of Wales-Hyder,AK,59079.0,2198,5730.0,4677.0,1040.0,81.62303664921467,18.1500872600349,8.0,52035.86846697897
Sitka,AK,101207.0,2220,8393.0,7011.0,916.0,83.5338972953652,10.91385678541642,18.25,35525.500573786434
Southeast Fairbanks,AK,74223.0,2240,6936.0,5693.0,1133.0,82.07900807381776,16.33506343713956,5.0,42988.10933041948
Wrangell,AK,64545.0,2275,2106.0,1729.0,358.0,82.09876543209876,16.999050332383668,3.0,141579.0723246864
Yukon-Koyukuk,AK,52642.0,2290,5271.0,4050.0,1200.0,76.83551508252704,22.766078542970973,1.0,56567.164924262855
Apache,AZ,40338.0,4001,65680.0,51715.0,13237.0,78.73781973203411,20.15377588306943,29.75,4539.670010898135
Cochise,AZ,58970.0,4003,125458.0,108082.0,9392.0,86.14994659567346,7.486170670662692,73.0,2376.616288445452
Coconino,AZ,69748.0,4005,144643.0,128291.0,15714.0,88.69492474575334,10.863989270134054,120.0,2061.3892571074266
Gila,AZ,59089.0,4007,53610.0,47231.0,5260.0,88.10110054094386,9.811602313001304,22.25,5561.752029766639
Graham,AZ,67326.0,4009,38860.0,32833.0,3153.0,84.49047864127638,8.113741636644365,18.25,7672.813338028552
Greenlee,AZ,75239.0,4011,9452.0,9177.0,242.0,97.09056284384258,2.560304697418536,5.25,31545.231307214297
La Paz,AZ,49506.0,4012,16605.0,14359.0,2126.0,86.47395362842516,12.803372478169225,6.0,17956.370148496808
Maricopa,AZ,85518.0,4013,4491987.0,3974385.0,476735.0,88.47721509434466,10.613009343081355,3410.25,66.37720151812316
Mohave,AZ,55799.0,4015,217420.0,192876.0,20696.0,88.71125011498482,9.518903504737375,118.25,1371.380398839985
Navajo,AZ,52752.0,4017,107744.0,89166.0,16165.0,82.75727650727652,15.003155628155628,65.75,2767.35155846998
Pima,AZ,67929.0,4019,1049947.0,934986.0,91882.0,89.05078065845228,8.751108389280601,1059.5,283.9815022241975
Pinal,AZ,77588.0,4021,449219.0,387059.0,43687.0,86.1626511790463,9.72510067472658,75.25,663.7420196291553
Santa Cruz,AZ,53614.0,4023,48209.0,41088.0,6950.0,85.2288991682051,14.416395278889835,20.5,6184.8519221678425
Yavapai,AZ,66106.0,4025,241656.0,214547.0,25695.0,88.78198761876386,10.632883106564703,140.75,1233.842844025348
Yuma,AZ,60417.0,4027,207685.0,169169.0,29063.0,81.45460673616294,13.993788670342106,111.5,1435.6623074164697
Arkansas,AR,60831.0,5001,16773.0,15435.0,1100.0,92.02289393668396,6.558158945924999,9.5,17776.51739794846
Ashley,AR,44481.0,5003,18722.0,16939.0,1599.0,90.47644482427091,8.540754192928105,8.0,15925.944146767948
Baxter,AR,48427.0,5005,42150.0,38771.0,2988.0,91.98339264531435,7.088967971530249,34.0,7073.9152150839745
Benton,AR,89879.0,5007,294541.0,264229.0,28690.0,89.70873324936088,9.74057940999725,175.25,1012.3056766826674
Boone,AR,54195.0,5009,37896.0,34562.0,2967.0,91.20223770318768,7.829322355921469,27.5,7867.99467795518
Bradley,AR,39565.0,5011,10354.0,9039.0,1233.0,87.29959435966776,11.908441182151826,6.0,28797.134084970978
Calhoun,AR,63654.0,5013,4717.0,4219.0,444.0,89.44244223023108,9.412762348950604,1.0,63210.838735592435
Carroll,AR,55187.0,5015,28526.0,24464.0,3798.0,85.76035897076352,13.314169529551986,17.0,10452.412757336799
Chicot,AR,39683.0,5017,9997.0,8312.0,974.0,83.14494348304491,9.74292287686306,8.25,29825.50028166345
Clark,AR,50985.0,5019,21378.0,19293.0,1836.0,90.24698287959583,8.588268313219197,11.25,13947.306872288778
Clay,AR,48500.0,5021,14399.0,13028.0,1267.0,90.47850545176748,8.799222168206125,1.25,20707.37733980065
Cleburne,AR,55979.0,5023,25048.0,22952.0,1793.0,91.6320664324497,7.1582561481954645,15.5,11903.765822252855
Columbia,AR,47363.0,5027,22527.0,20695.0,1465.0,91.86753673369734,6.503307142540063,16.25,13235.918067909155
Conway,AR,51212.0,5029,20872.0,19428.0,1322.0,93.08164047527788,6.333844384821771,13.75,14285.431502289648
Craighead,AR,57615.0,5031,112097.0,101574.0,9334.0,90.61259444945004,8.326717039706683,144.75,2659.88854577544
Crawford,AR,60362.0,5033,60792.0,54949.0,5067.0,90.38853796552178,8.334978286616659,24.0,4904.683614880075
Crittenden,AR,54271.0,5035,47609.0,43265.0,3764.0,90.87567476737593,7.906068180386061,16.25,6262.797502904693
Cross,AR,47012.0,5037,16681.0,15257.0,1236.0,91.4633415262874,7.409627720160662,6.75,17874.55945781365
Dallas,AR,44694.0,5039,6351.0,5755.0,281.0,90.61565107857032,4.42450007872776,1.0,46947.80763907881
Desha,AR,36064.0,5041,11041.0,10057.0,932.0,91.08776378951184,8.44126437822661,6.25,27005.300816573636
Drew,AR,41071.0,5043,17143.0,15633.0,1200.0,91.19174006883276,6.999941667152773,13.75,17392.844094720265
Faulkner,AR,65071.0,5045,126001.0,114956.0,9330.0,91.2341965539956,7.404703137276688,73.0,2366.374285250034
Franklin,AR,51919.0,5047,17220.0,15584.0,1405.0,90.49941927990707,8.159117305458768,6.0,17315.071214621923
Fulton,AR,38941.0,5049,12239.0,10699.0,1372.0,87.41727265299453,11.210066181877604,6.25,24361.918973428346
Garland,AR,55409.0,5051,100062.0,89629.0,9372.0,89.57346445203973,9.366192960364572,86.0,2979.807782332849
Grant,AR,72512.0,5053,18111.0,16721.0,1195.0,92.32510628899564,6.598199988956988,2.0,16463.22822129035
Greene,AR,56793.0,5055,46182.0,41548.0,4120.0,89.96578753626953,8.921224719587718,23.0,6456.314718197339
Hempstead,AR,47654.0,5057,19778.0,17576.0,1974.0,88.86641723126706,9.98078673273334,6.0,15075.615649498914
Hot Spring,AR,52644.0,5059,33142.0,28357.0,2468.0,85.56212660672259,7.446744312352906,8.0,8996.606309691313
Howard,AR,44492.0,5061,12701.0,11051.0,1458.0,87.00889693724903,11.47941106999449,6.25,23475.7520128958
Independence,AR,56009.0,5063,38120.0,33730.0,3865.0,88.48373557187827,10.13903462749213,37.25,7821.760921190701
Izard,AR,47728.0,5065,13866.0,11937.0,838.0,86.08827347468629,6.043559786528198,4.0,21503.355424476384
Jackson,AR,41215.0,5067,16775.0,13180.0,1281.0,78.56929955290612,7.636363636363637,6.5,17774.397991999376
Jefferson,AR,48552.0,5069,65780.0,57912.0,3341.0,88.038917604135,5.079051383399209,58.75,4532.768718695493
Johnson,AR,44808.0,5071,25932.0,23699.0,2007.0,91.38901743020207,7.739472466450717,14.75,11497.976489117289
Lafayette,AR,37237.0,5073,6211.0,5591.0,526.0,90.0177105136049,8.4688455965223,2.0,48006.04191205756
Lawrence,AR,44164.0,5075,16265.0,14544.0,1488.0,89.41899784814018,9.148478327697507,5.5,18331.726179882542
Lee,AR,36860.0,5077,8511.0,6545.0,453.0,76.90048172952649,5.322523792738808,1.5,35032.960441286516
Lincoln,AR,51667.0,5079,12966.0,7883.0,675.0,60.797470306956654,5.205923183711245,1.0,22995.952978234578
Little River,AR,52241.0,5081,11959.0,11137.0,666.0,93.1265155949494,5.569027510661426,2.25,24932.312594346477
Logan,AR,54237.0,5083,21240.0,19399.0,1619.0,91.33239171374764,7.622410546139359,4.75,14037.924967786701
Lonoke,AR,71449.0,5085,74747.0,67707.0,4895.0,90.58156180181145,6.54875780967798,14.5,3988.996565959698
Madison,AR,53888.0,5087,17032.0,14826.0,2117.0,87.0479098168154,12.429544387036168,5.25,17506.19576771897
Marion,AR,46953.0,5089,17076.0,15686.0,1223.0,91.85992035605528,7.1620988521902085,3.5,17461.087275462025
Miller,AR,49983.0,5091,42588.0,36731.0,4676.0,86.24729970883817,10.979618671926364,40.75,7001.162917154821
Mississippi,AR,53428.0,5093,39749.0,35258.0,3688.0,88.70160255603915,9.278220835744296,17.25,7501.208239598217
Monroe,AR,43955.0,5095,6681.0,6128.0,464.0,91.72279598862444,6.945068103577309,3.0,44628.876862114885
Montgomery,AR,49015.0,5097,8571.0,7505.0,947.0,87.56271146890677,11.048885777622214,2.0,34787.717456048245
Nevada,AR,41761.0,5099,8228.0,7566.0,497.0,91.95430238210986,6.040350024307243,2.5,36237.910344651136
Ouachita,AR,49838.0,5103,22317.0,20685.0,1279.0,92.68718913832504,5.731057041717077,13.0,13360.46629546039
Perry,AR,60078.0,5105,10073.0,9442.0,529.0,93.73572917700784,5.251662861113869,2.0,29600.469206372432
Phillips,AR,38874.0,5107,15910.0,14410.0,1327.0,90.57196731615336,8.340666247642991,10.0,18740.762182010654
Pike,AR,51000.0,5109,10182.0,8873.0,1157.0,87.14397957179337,11.363189943036732,3.5,29283.59127045664
Poinsett,AR,47188.0,5111,22740.0,20195.0,2230.0,88.80826737027265,9.80650835532102,4.5,13111.94047123085
Polk,AR,49252.0,5113,19348.0,17321.0,1857.0,89.52346495761836,9.597891254910069,15.5,15410.663960915315
Pope,AR,54606.0,5115,63830.0,58487.0,4763.0,91.62932790224032,7.4620084599718,42.75,4671.244341466231
Prairie,AR,51094.0,5117,8162.0,7515.0,483.0,92.07302131830434,5.917667238421955,1.0,36530.93926927095
Pulaski,AR,60385.0,5119,398949.0,353924.0,37706.0,88.71409628799671,9.451333378451883,611.25,747.3775503028946
Randolph,AR,52838.0,5121,18733.0,17123.0,1303.0,91.40554102386164,6.95563978006726,10.75,15916.592447327685
St. Francis,AR,41784.0,5123,22740.0,18299.0,1569.0,80.47053649956024,6.899736147757256,12.0,13111.94047123085
Saline,AR,76534.0,5125,125724.0,116849.0,7509.0,92.940886386052,5.972606662212465,62.25,2371.5879729867765
Scott,AR,45955.0,5127,9839.0,8790.0,958.0,89.33834739302775,9.736761866043295,2.0,30304.454346558545
Searcy,AR,41978.0,5129,7861.0,7309.0,450.0,92.97799262180384,5.724462536572955,2.0,37929.71966871766
Sebastian,AR,56450.0,5131,128448.0,113534.0,13306.0,88.38907573492776,10.359055804683608,186.25,2321.293646579079
Sevier,AR,51641.0,5133,15797.0,12727.0,2963.0,80.56593023991897,18.756725960625435,7.75,18874.819669290973
Sharp,AR,42950.0,5135,17597.0,16358.0,1038.0,92.95902710689322,5.898732738534978,4.0,16944.111286911946
Stone,AR,38531.0,5137,12474.0,11251.0,1120.0,90.19560686227352,8.978675645342312,6.0,23902.960262609387
Union,AR,50221.0,5139,38368.0,35696.0,2206.0,93.03586321934944,5.749582985821518,24.75,7771.203250515782
Van Buren,AR,47266.0,5141,15936.0,14223.0,1561.0,89.2507530120482,9.79543172690763,4.5,18710.186139294023
Washington,AR,66426.0,5143,251863.0,219058.0,30735.0,86.97506183917447,12.203062776191818,216.0,1183.8401286246471
White,AR,53435.0,5145,77395.0,69441.0,7491.0,89.72285031332773,9.6789198268622,63.75,3852.516652442529
Woodruff,AR,49982.0,5147,6157.0,5556.0,482.0,90.23875263927236,7.828487899951275,2.25,48427.07914825232
Yell,AR,58870.0,5149,20195.0,18271.0,1649.0,90.47288932904183,8.165387472146572,11.25,14764.324155275539
Alameda,CA,126240.0,6001,1651949.0,1574283.0,67038.0,95.29852313842618,4.058115595578314,2071.25,180.49317885466775
Amador,CA,81526.0,6005,41029.0,35568.0,2221.0,86.68990226425211,5.413244290623705,22.75,7267.189702790453
Butte,CA,68574.0,6007,209470.0,194212.0,13173.0,92.71590203847806,6.288728696233351,134.25,1423.4283015027904
Calaveras,CA,79877.0,6009,45995.0,43263.0,2407.0,94.0602239373845,5.233177519295576,19.5,6482.563894244799
Colusa,CA,75149.0,6011,21895.0,19728.0,1947.0,90.10276318794244,8.892441196620233,6.0,13617.97334166657
Contra Costa,CA,125727.0,6013,1161458.0,1100983.0,55641.0,94.79318236216892,4.790616621522259,1264.5,256.71658063898093
Del Norte,CA,66780.0,6015,27293.0,23582.0,1471.0,86.40310702377899,5.38966035247133,17.0,10924.615334180542
El Dorado,CA,106190.0,6017,192299.0,183631.0,7653.0,95.49243625811886,3.979739884242768,157.25,1550.5308208352074
Fresno,CA,71434.0,6019,1012152.0,929816.0,70433.0,91.86525344019476,6.958737422837677,744.75,294.5857206385894
Glenn,CA,70487.0,6021,28623.0,25866.0,2541.0,90.36788596583168,8.877476155539252,4.25,10416.99075274393
Humboldt,CA,61135.0,6023,135418.0,126732.0,7770.0,93.58578623225864,5.737789658686437,87.25,2201.81605337392
Imperial,CA,56393.0,6025,179319.0,160157.0,11673.0,89.31401580423714,6.509628092951668,46.75,1662.7659440203745
Inyo,CA,72432.0,6027,18803.0,17126.0,1316.0,91.08121044514174,6.998883156943041,16.25,15857.337994776872
Kern,CA,67660.0,6029,910433.0,818517.0,69712.0,89.90414451145774,7.657015947356917,460.0,327.49859277485496
Kings,CA,68750.0,6031,152830.0,124994.0,10715.0,81.78629850160308,7.011058038343257,59.25,1950.9620252292711
Lake,CA,58738.0,6033,68139.0,63211.0,4306.0,92.76772479783972,6.319435272017494,29.0,4375.8424150015335
Lassen,CA,64395.0,6035,31177.0,22556.0,1611.0,72.3482054078327,5.167270744459056,8.75,9563.637499303639
Los Angeles,CA,87760.0,6037,9848406.0,8928719.0,849903.0,90.66156492735982,8.629853399626294,8340.25,30.275511216311504
Madera,CA,75496.0,6039,158790.0,140772.0,11433.0,88.6529378424334,7.200075571509541,79.5,1877.7349097285064
Marin,CA,142785.0,6041,258765.0,245816.0,9666.0,94.99584565145982,3.7354356269201774,396.25,1152.263738588254
Mariposa,CA,65378.0,6043,17060.0,15799.0,1107.0,92.6084407971864,6.488862837045721,5.25,17477.463441722713
Mendocino,CA,64688.0,6045,90709.0,82626.0,7335.0,91.08908708066454,8.086297941769836,79.25,3287.0555988467463
Merced,CA,65044.0,6047,285597.0,257720.0,25346.0,90.23904312720371,8.874743082035176,131.75,1044.007907351231
Modoc,CA,56648.0,6049,8646.0,7647.0,834.0,88.44552394170715,9.646079111727966,5.25,34485.950302543315
Mono,CA,86953.0,6051,13169.0,11505.0,1506.0,87.36426456071075,11.435948059837497,10.75,22641.470598814605
Monterey,CA,94486.0,6053,435834.0,378864.0,41838.0,86.92850947837938,9.599526425198585,301.5,684.1263561718212
Napa,CA,108970.0,6055,136070.0,126915.0,7679.0,93.2718453737047,5.643418828544132,136.5,2191.265718496285
Nevada,CA,84905.0,6057,102452.0,96212.0,5322.0,93.9093429118026,5.194627728106821,74.5,2910.2948338323267
Orange,CA,113702.0,6059,3164063.0,2934757.0,213959.0,92.75279916992804,6.762159919066087,3466.25,94.235015647852
Placer,CA,114678.0,6061,412435.0,395542.0,13827.0,95.90408185532266,3.352528277183072,508.5,722.9394360706282
Plumas,CA,64946.0,6063,19607.0,18480.0,979.0,94.25205283827204,4.993114703932269,15.5,15207.095747222396
Riverside,CA,89672.0,6065,2449909.0,2231854.0,195124.0,91.0994653270795,7.964540723757494,1246.5,121.70473528436752
Sacramento,CA,88724.0,6067,1584047.0,1489558.0,80866.0,94.03496234644552,5.105025292810125,1606.25,188.2302269539916
San Benito,CA,108289.0,6069,66056.0,61749.0,4154.0,93.47977473658716,6.28860360905898,18.75,4513.829573631306
San Bernardino,CA,82184.0,6071,2187816.0,1967467.0,181725.0,89.92835777780216,8.30622867736592,1478.25,136.284553324315
San Diego,CA,102285.0,6073,3282782.0,2956388.0,214784.0,90.05739643997073,6.542743319538123,3032.75,90.82708699992553
San Francisco,CA,141446.0,6075,836321.0,803423.0,28786.0,96.06634294726544,3.4419798139709514,1697.25,356.52043451711666
San Joaquin,CA,88531.0,6077,787416.0,728000.0,50075.0,92.45430623710972,6.35940849563636,488.0,378.6632813097391
San Luis Obispo,CA,93398.0,6079,281486.0,260578.0,16050.0,92.57227712923556,5.701882153997002,238.25,1059.2552607084883
San Mateo,CA,156000.0,6081,745100.0,712145.0,29225.0,95.57710374446384,3.92229230975708,867.25,400.1684690857462
Santa Barbara,CA,95977.0,6083,443975.0,396243.0,40217.0,89.2489441973084,9.058392927529702,355.75,671.5817924788322
Santa Clara,CA,159674.0,6085,1903297.0,1817894.0,75322.0,95.51289157708965,3.957448574762636,2281.5,156.65738259230667
Santa Cruz,CA,109266.0,6087,266021.0,250931.0,14067.0,94.32751549689686,5.287928396630341,284.0,1120.8345443246567
Shasta,CA,71931.0,6089,181554.0,167849.0,12062.0,92.451281712328,6.643753373651916,143.0,1642.296651771867
Sierra,CA,60000.0,6091,2731.0,2306.0,327.0,84.43793482240937,11.973636030757964,0.75,109178.14951145716
Siskiyou,CA,55499.0,6093,43834.0,40820.0,2801.0,93.12405894967377,6.390016881872519,33.5,6802.151898430203
Solano,CA,99994.0,6095,450824.0,417588.0,21296.0,92.62772168296274,4.723794651571344,404.5,661.3790000438963
Sonoma,CA,102840.0,6097,485642.0,456003.0,26060.0,93.89694466294102,5.366092718504578,539.25,613.9615731666321
Stanislaus,CA,79661.0,6099,552250.0,516217.0,33141.0,93.4752376641014,6.001086464463558,389.25,539.9104143337067
Sutter,CA,75450.0,6101,98971.0,91778.0,5821.0,92.73221448707196,5.881520849541785,78.75,3012.6554881307607
Tehama,CA,61834.0,6103,65520.0,60912.0,4149.0,92.96703296703296,6.332417582417582,32.0,4550.755896150634
Trinity,CA,53498.0,6105,15886.0,13792.0,1954.0,86.81858239959713,12.300138486717865,3.5,18769.075054500157
Tulare,CA,69489.0,6107,475774.0,433760.0,37746.0,91.16933670187947,7.933598725445274,223.0,626.69571333404
Tuolumne,CA,72259.0,6109,54873.0,49302.0,3059.0,89.84746596686895,5.574690649317516,37.75,5433.738383463443
Ventura,CA,107327.0,6111,838259.0,764435.0,65925.0,91.19317537896998,7.864514428118278,738.0,355.6961825829362
Yolo,CA,88818.0,6113,217782.0,206049.0,10032.0,94.61250241066756,4.60644130368901,276.75,1369.1008729637413
Yuba,CA,73313.0,6115,83079.0,74756.0,5517.0,89.98182452846086,6.640667316650417,17.75,3588.9397599368012
